编号,英文名,效力球队(全称),效力球队(缩写),中文译名
1627791,Ben Bentil,,,
76155,Gene Berce,,,
76156,Gary Bergen,,,
1642866,Joan Beringer,,,
1631262,Jules Bernard,,,
76157,Ricky Berry,,,
1629541,Dairis Bertans,,,
1630189,Tyler Bey,,,
204021,Sim Bhullar,,,
76161,Hank Biasatti,,,
76163,Ed Biedenbach,,,
76164,Don Bielke,,,
76167,Joe Binion,,,
1628444,Jabari Bird,,,
76168,Jerry Bird,,,
76171,Gale Bishop,,,
1641931,Onuralp Bitim,,,
76174,Norman Black,,,
76180,Alex Blackwell,,,
76177,Cory Blackwell,,,
76179,Nate Blackwell,,,
202392,Marqus Blakely,,,
200807,Will Blalock,,,
76182,George Blaney,,,
76184,Ricky Blanton,,,
76186,Leon Blevins,,,
1628417,Jaron Blossomgame,,,
1629129,Trevon Bluiett,,,
76189,Ray Blume,,,
2800,Tony Bobbitt,,,
76196,Bill Bolger,,,
76197,Doug Bolstorff,,,
76203,George H. Bon Salle,,,
76198,Phil Bond,,,
1121,Dexter Boney,,,
1953,Lazaro Borrell,,,
76209,Costic Borsavage,,,
76211,Jim Bostic,,,
76212,Lawrence Boston,,,
1629065,Ky Bowman,,,
76221,Dennis Boyd,,,
76223,Ken Boyd,,,
200841,Cedric Bozeman,,,
76228,Alex Bradley,,,
76232,Joe Bradley,,,
1361,Mark Bradtke,,,
66,Marques Bragg,,,
1920,A.J. Bramlett,,,
76240,Jesse Branson,,,
1642886,Koby Brea,,,
76245,Pete Brennan,,,
76246,Tom Brennan,,,
1641779,Jalen Bridges,,,
76254,Al Brightman,,,
1628578,Amida Brimah,,,
76255,Audley Brindley,,,
1628515,Isaiah Briscoe,,,
76258,Tyrone Britt,,,
76259,Wayman Britt,,,
76261,David Britton,,,
1631167,Izaiah Brockington,,,
1631232,Keion Brooks Jr.,,,
1641780,Johni Broome,,,
76284,Bob Brown,,,
1642468,Darius Brown,,,
76270,Darrell Brown,,,
2081,Ernest Brown,,,
76273,George Brown,,,
1871,Gerald Brown,,,
76275,Harold Brown,,,
203913,Jabari Brown,,,
76278,Leon Brown,,,
76279,Lewis Brown,,,
76277,Myron Brown,,,
76282,Raymond Brown,,,
76287,Jim Browne,,,
76288,Stanley Brundy,,,
1642868,Carter Bryant,,,
1629091,Elijah Bryant,,,
76292,Torgeir Bryn,,,
1629783,Shaq Buchanan,,,
76294,Steve Bucknall,,,
76300,Greg Bunch,,,
76301,Dick Bunt,,,
76302,Bill Buntin,,,
76304,Roger Burkman,,,
101207,Kevin Burleson,,,
76306,Jack Burmaster,,,
76308,Evers Burns,,,
76309,Jim Burns,,,
675,Junior Burrough,,,
1631174,Tyler Burton,,,
202221,Brian Butch,,,
202364,Da'Sean Butler,,,
1631219,John Butler Jr.,,,
201182,Derrick Byars,,,
76323,Mike Bytzura,,,
76328,Jim Caldwell,,,
76332,Demetrius Calip,,,
76333,Tom Callahan,,,
76334,Rick Calloway,,,
76335,Ernie Calverley,,,
76337,Dexter Cambridge,,,
76339,Larry Cannon,,,
202382,Derrick Caracter,,,
1642928,Dylan Cardwell,,,
76340,Howie Carl,,,
76341,Chet Carlisle,,,
2367,Geno Carlisle,,,
76343,Al Carlson,,,
76345,Bob Carney,,,
1757,Cory Carr,,,
1131,Jimmy Carruth,,,
76357,George Carter,,,
76359,Jake Carter,,,
76363,Jay Carty,,,
76364,Cornelius Cash,,,
76367,Sid Catlett,,,
1628505,Troy Caupain,,,
1629958,Ahmad Caver,,,
1630608,Malcolm Cazalon,,,
1911,John Celestand,,,
2763,Lionel Chalmers,,,
76374,Bill Chamberlain,,,
76378,Mike Champion,,,
76384,Lorenzo Charles,,,
203805,Will Cherry,,,
1642279,Ulrich Chomche,,,
76393,Fred Christ,,,
202091,Dionte Christmas,,,
203902,Semaj Christon,,,
203565,Patrick Christopher,,,
928,Robert Churchwell,,,
1630619,Moussa Cisse,,,
1626262,Coty Clarke,,,
1628492,Gian Clavell,,,
1127,Charles Claxton,,,
1629598,Chris Clemons,,,
1642363,Nique Clifford,,,
76407,Paul Cloyd,,,
76408,Marion Cluggish,,,
76409,Ben Clyde,,,
76410,Richard Coffey,,,
76415,Norris Coleman,,,
76416,Art Collins,,,
1530,James Collins,,,
202395,Sherron Collins,,,
1641879,Yuri Collins,,,
1627858,Kyle Collinsworth,,,
76422,Joe Colone,,,
1629045,Bonzie Colson,,,
1628435,Chance Comanche,,,
76425,Leroy Combs,,,
76427,Larry Comley,,,
76434,Bert Cook,,,
76438,Bobby Cook,,,
1628429,Charles Cooke,,,
76439,David Cooke,,,
1631451,Javonte Cooke,,,
76440,Joe Cooke,,,
1641645,Xavier Cooks,,,
76446,Tom Copa,,,
76451,Ken Corley,,,
1627822,Petr Cornelie,,,
1627856,Matt Costello,,,
76456,Jack Cotton,,,
76457,John Coughran,,,
76459,Steve Courtin,,,
202408,Marcus Cousin,,,
1642907,Cedric Coward,,,
76463,John Cox,,,
76464,Johnny Cox,,,
201621,Joe Crawford,,,
76468,Jim Creighton,,,
76470,Hal Crisler,,,
76475,Terry Crosby,,,
76476,Jeff Cross,,,
76478,Russell Cross,,,
76481,Mark Crow,,,
1630622,Jalen Crutcher,,,
1643018,LJ Cryer,,,
1642385,Cui Yongxi,,,
1629600,Jarron Cumberland,,,
76488,Radisav Curcic,,,
76489,Armand Cure,,,
201191,JamesOn Curry,,,
687,Rastko Cvetkovic,,,
76496,Ed Dahler,,,
2845,Erik Daniels,,,
76502,Mel Daniels,,,
76506,Henry Darcey,,,
76507,Jimmy Darden,,,
76509,Jesse Dark,,,
1630268,Nate Darling,,,
76511,Jimmy Darrow,,,
76515,Aubrey Davis,,,
76538,Bill Davis,,,
76533,Bob Davis,,,
76517,Brian Davis,,,
76524,James Davis,,,
76530,Michael Davis,,,
1629093,Tyler Davis,,,
203958,Andre Dawkins,,,
76541,Paul Dawkins,,,
1626183,Branden Dawson,,,
201286,Eric Dawson,,,
76562,Hank DeZonie,,,
76544,Greg Deane,,,
76548,Red Dehnert,,,
1626214,Bryce Dejean-Jones,,,
1629116,Angel Delgado,,,
76552,Fennis Dembo,,,
76557,Blaine Denning,,,
1641926,Dexter Dennis,,,
76558,Randy Denton,,,
1629094,Marcus Derrickson,,,
76560,Dave Deutsch,,,
1642885,Mohamed Diawara,,,
200799,Guillermo Diaz,,,
76565,Dick Dickey,,,
1630621,Hunter Dickinson,,,
76569,Mickey Dillard,,,
76570,Bob Dille,,,
76571,John Dillon,,,
76575,Jackie Dinkins,,,
76578,Fred Diute,,,
1059,Aleksandar Djordjevic,,,
76580,Earl Dodd,,,
76581,Joe Dolhon,,,
76586,Billy Donovan,,,
76585,Harry Donovan,,,
76588,Bruce Douglas,,,
202220,Zabian Dowdell,,,
76593,Bill Downey,,,
76595,Danny Doyle,,,
1628495,Milton Doyle,,,
76596,Terry Dozier,,,
1630929,Henri Drell,,,
1041,Nate Driggers,,,
76604,Ralph Drollinger,,,
1642505,Alex Ducas,,,
76605,Dick Duckett,,,
1626251,Duje Dukan,,,
76617,Pat Dunn,,,
1628979,Trevon Duval,,,
76624,Jack Dwan,,,
76625,Craig Dykema,,,
76626,Gene Dyker,,,
202406,Jerome Dyson,,,
1642856,Egor D?min,,,
76630,Ed Earle,,,
76633,Bill Ebben,,,
1630693,Jaime Echenique,,,
76635,Patrick Eddie,,,
76637,Kent Edelin,,,
1642845,VJ Edgecombe,,,
76646,Bill Edwards,,,
2451,Corsley Edwards,,,
76643,Jay Edwards,,,
1642399,Jesse Edwards,,,
1630306,Rob Edwards,,,
202197,Shane Edwards,,,
1629053,Vincent Edwards,,,
76648,Lonnie Eggleston,,,
76651,Dick Eichhorst,,,
2064,Khalid El-Amin,,,
76653,Don Eliason,,,
76667,Darrell Elston,,,
1642400,Tristan Enaruna,,,
76669,Ned Endress,,,
76671,Wayne Englestad,,,
76674,Claude English,,,
203119,Kim English,,,
76675,Scott English,,,
76678,Ray Epps,,,
76679,Bo Erias,,,
76682,Jack Eskridge,,,
76683,Vincenzo Esposito,,,
1642855,Noa Essengue,,,
76687,Bob Evans,,,
76685,Earl Evans,,,
201607,Patrick Ewing,,,
76690,Joe Fabel,,,
76691,John Fairchild,,,
76696,Bob Faught,,,
203543,Vitor Faverani,,,
1642847,Jeremiah Fears,,,
76697,Dave Fedor,,,
76698,Bob Feerick,,,
76699,Butch Feher,,,
76701,Ron Feiereisel,,,
203467,Carrick Felix,,,
101230,Noel Felix,,,
76706,Bill Fenley,,,
2724,Desmond Ferguson,,,
76709,Rolando Ferreira,,,
76714,Ron Filipek,,,
2809,Gerald Fitch,,,
76719,Dick Fitzgerald,,,
1642843,Cooper Flagg,,,
76722,Al Fleming,,,
1642853,Rasheer Fleming,,,
76725,Bruce Flowers,,,
76728,Larry Fogle,,,
76729,Jack Foley,,,
1829,Ike Fontaine,,,
76731,Levi Fontaine,,,
202880,Jeff Foote,,,
1627854,Bryn Forbes,San Antonio Spurs|Milwaukee Bucks|Denver Nuggets|Minnesota Timberwolves,SAS|MIL|DEN|MIN,
1630758,Aleem Ford,,,
1630259,Jordan Ford,,,
101213,Sharrod Ford,,,
726,Sherell Ford,,,
76738,Donnie Forman,,,
1630701,Michael Foster Jr.,,,
2238,Antonis Fotsis,,,
76745,Jerry Fowler,,,
76746,Harold Fox,,,
76749,Nat Frankel,,,
1629606,Robert Franks,,,
76751,Will Frazier,,,
1626187,Michael Frazier II,,,
76754,Donnie Freeman,,,
76756,Rod Freeman,,,
1631241,Javon Freeman-Liberty,,,
76757,Frido Frey,,,
76758,Larry Friend,,,
76759,Pat Frink,,,
76762,Frank Fucarino,,,
76763,Herm Fuetsch,,,
2673,Hiram Fuller,,,
76765,Tony Fuller,,,
1641847,Andrew Funk,,,
202070,Tony Gaffney,,,
101184,Deng Gai,,,
76769,Elmer R. Gainer,,,
76772,Chad Gallagher,,,
1641945,Jaylin Galloway,,,
76776,Bob Gantt,,,
1643158,Andersson Garcia,,,
76778,Earl Gardner,,,
1642066,Myron Gardner,,,
1627868,Patricio Garino,,,
1629636,Darius Garland,Cleveland Cavaliers|LA Clippers,CLE|LAC,
76781,Gary Garland,,,
76782,Winston Garland,Golden State Warriors|LA Clippers|Denver Nuggets|Houston Rockets|Minnesota Timberwolves,GSW|LAC|DEN|HOU|MIN,
76783,Dick Garmaker,Los Angeles Lakers|New York Knicks,LAL|NYK,
1612,Chris Garner,Toronto Raptors|Golden State Warriors,TOR|GSW,
76785,Bill Garnett,Dallas Mavericks|Indiana Pacers,DAL|IND,
708,Kevin Garnett,Minnesota Timberwolves|Boston Celtics|Brooklyn Nets,MIN|BOS|BKN,
1831,Marlon Garnett,,,
1628656,Billy Garrett,,,
76786,Calvin Garrett,Houston Rockets|Los Angeles Lakers,HOU|LAL,
1051,Dean Garrett,Minnesota Timberwolves|Denver Nuggets|Golden State Warriors,MIN|DEN|GSW,
203197,Diante Garrett,Phoenix Suns|Utah Jazz,PHX|UTA,
76788,Eldo Garrett,Los Angeles Lakers|LA Clippers|Milwaukee Bucks|New York Knicks,LAL|LAC|MIL|NYK,
1630585,Marcus Garrett,Miami Heat|Charlotte Hornets,MIA|CHA,
76789,Rowland Garrett,Chicago Bulls|Cleveland Cavaliers|Milwaukee Bucks,CHI|CLE|MIL,
76790,Tom Garrick,LA Clippers|San Antonio Spurs|Minnesota Timberwolves|Dallas Mavericks,LAC|SAS|MIN|DAL,
76791,John Garris,,,
1619,Kiwane Garris,Denver Nuggets|Orlando Magic,DEN|ORL,
1727,Pat Garrity,Phoenix Suns|Orlando Magic,PHX|ORL,
1630586,Usman Garuba,Houston Rockets|Golden State Warriors,HOU|GSW,
76793,Jim Garvin,,,
1630568,Luka Garza,Detroit Pistons|Minnesota Timberwolves|Boston Celtics,DET|MIN|BOS,
201188,Marc Gasol,Memphis Grizzlies|Toronto Raptors|Los Angeles Lakers,MEM|TOR|LAL,
2200,Pau Gasol,Memphis Grizzlies|Los Angeles Lakers|Chicago Bulls|San Antonio Spurs|Milwaukee Bucks,MEM|LAL|CHI|SAS|MIL,
76794,Frank Gates,,,
1629232,Kaiser Gates,,,
423,Chris Gatling,Golden State Warriors|Miami Heat|Dallas Mavericks|Brooklyn Nets|Milwaukee Bucks|Orlando Magic|Denver Nuggets|Cleveland Cavaliers,GSW|MIA|DAL|BKN|MIL|ORL|DEN|CLE,
930,Kenny Gattison,Phoenix Suns|Charlotte Hornets|Memphis Grizzlies,PHX|CHA|MEM,
200752,Rudy Gay,Memphis Grizzlies|Toronto Raptors|Sacramento Kings|San Antonio Spurs|Utah Jazz,MEM|TOR|SAC|SAS|UTA,
1845,Andrew Gaze,Washington Wizards|San Antonio Spurs,WAS|SAS,
1002,Reggie Geary,Cleveland Cavaliers|San Antonio Spurs,CLE|SAS,
202087,Alonzo Gee,Washington Wizards|San Antonio Spurs|Cleveland Cavaliers|Denver Nuggets|Portland Trail Blazers|New Orleans Pelicans,WAS|SAS|CLE|DEN|POR|NOP,
761,Matt Geiger,Miami Heat|Charlotte Hornets|Philadelphia 76ers,MIA|CHA|PHI,
101153,Mickael Gelabale,Oklahoma City Thunder|Minnesota Timberwolves,OKC|MIN,
1904,Devean George,Los Angeles Lakers|Dallas Mavericks|Golden State Warriors,LAL|DAL|GSW,
76800,Jack George,Golden State Warriors|New York Knicks,GSW|NYK,
1641718,Keyonte George,Utah Jazz,UTA,
1642273,Kyshawn George,Washington Wizards,WAS,
202331,Paul George,Indiana Pacers|Oklahoma City Thunder|LA Clippers|Philadelphia 76ers,IND|OKC|LAC|PHI,
76801,Tate George,Brooklyn Nets|Milwaukee Bucks,BKN|MIL,
1627875,Marcus Georges-Hunt,Orlando Magic|Minnesota Timberwolves,ORL|MIN,
76802,Gus Gerard,Denver Nuggets|LA Clippers|Detroit Pistons|Sacramento Kings|San Antonio Spurs,DEN|LAC|DET|SAC|SAS,
76803,Derrick Gervin,Brooklyn Nets,BKN,
76804,George Gervin,San Antonio Spurs|Chicago Bulls,SAS|CHI,
76806,John Gianelli,New York Knicks|LA Clippers|Milwaukee Bucks|Utah Jazz,NYK|LAC|MIL|UTA,
76807,Dick Gibbs,Houston Rockets|Sacramento Kings|Oklahoma City Thunder|Washington Wizards|LA Clippers,HOU|SAC|OKC|WAS|LAC,
200789,Daniel Gibson,Cleveland Cavaliers,CLE,
1626780,Jonathan Gibson,Dallas Mavericks|Boston Celtics,DAL|BOS,
76810,Mike Gibson,Washington Wizards|Detroit Pistons,WAS|DET,
201959,Taj Gibson,Chicago Bulls|Oklahoma City Thunder|Minnesota Timberwolves|New York Knicks|Washington Wizards|Detroit Pistons|Charlotte Hornets|Memphis Grizzlies,CHI|OKC|MIN|NYK|WAS|DET|CHA|MEM,
76811,Ward Gibson,Boston Celtics,BOS,
201592,J.R. Giddens,Boston Celtics|New York Knicks,BOS|NYK,
1630581,Josh Giddey,Oklahoma City Thunder|Chicago Bulls,OKC|CHI,
1642933,Keshon Gilbert,Washington Wizards|Atlanta Hawks,WAS|ATL,
1628385,Harry Giles III,Sacramento Kings|Portland Trail Blazers|Brooklyn Nets|Los Angeles Lakers,SAC|POR|BKN|LAL,
1628983,Shai Gilgeous-Alexander,LA Clippers|Oklahoma City Thunder,LAC|OKC,
1630264,Anthony Gill,Washington Wizards,WAS,
2109,Eddie Gill,Brooklyn Nets|Memphis Grizzlies|Portland Trail Blazers|Indiana Pacers|Oklahoma City Thunder|Milwaukee Bucks,BKN|MEM|POR|IND|OKC|MIL,
383,Kendall Gill,Charlotte Hornets|Oklahoma City Thunder|Brooklyn Nets|Miami Heat|Minnesota Timberwolves|Chicago Bulls|Milwaukee Bucks,CHA|OKC|BKN|MIA|MIN|CHI|MIL,
1631221,Collin Gillespie,Denver Nuggets|Phoenix Suns,DEN|PHX,
1630273,Freddie Gillespie,Toronto Raptors|Orlando Magic,TOR|ORL,
288,Armen Gilliam,Phoenix Suns|Charlotte Hornets|Philadelphia 76ers|Brooklyn Nets|Milwaukee Bucks|Utah Jazz,PHX|CHA|PHI|BKN|MIL|UTA,
76815,Herm Gilliam,Sacramento Kings|LA Clippers|Atlanta Hawks|Oklahoma City Thunder|Portland Trail Blazers,SAC|LAC|ATL|OKC|POR,
600014,Artis Gilmore,Chicago Bulls|San Antonio Spurs|Boston Celtics,CHI|SAS|BOS,
1631367,Jacob Gilyard,Memphis Grizzlies|Brooklyn Nets,MEM|BKN,
1938,Manu Ginobili,San Antonio Spurs,SAS,
1921,Gordan Giricek,Memphis Grizzlies|Orlando Magic|Utah Jazz|Philadelphia 76ers|Phoenix Suns,MEM|ORL|UTA|PHI|PHX,
76819,Jack Givens,Atlanta Hawks,ATL,
202148,Mickell Gladness,Miami Heat|Golden State Warriors,MIA|GSW,
76821,Gerald Glass,Minnesota Timberwolves|Detroit Pistons|Brooklyn Nets|Charlotte Hornets,MIN|DET|BKN|CHA,
76822,Mike Glenn,LA Clippers|New York Knicks|Atlanta Hawks|Milwaukee Bucks,LAC|NYK|ATL|MIL,
1901,Dion Glover,Atlanta Hawks|Toronto Raptors|San Antonio Spurs,ATL|TOR|SAS,
76826,Mike Gminski,Brooklyn Nets|Philadelphia 76ers|Charlotte Hornets|Milwaukee Bucks,BKN|PHI|CHA|MIL,
203497,Rudy Gobert,Utah Jazz|Minnesota Timberwolves,UTA|MIN,
76827,Dan Godfread,Minnesota Timberwolves|Houston Rockets,MIN|HOU,
76828,Tom Gola,Golden State Warriors|New York Knicks,GSW|NYK,
924,Anthony Goldwire,Charlotte Hornets|Denver Nuggets|San Antonio Spurs|Washington Wizards|Minnesota Timberwolves|Brooklyn Nets|Detroit Pistons|Milwaukee Bucks|LA Clippers,CHA|DEN|SAS|WAS|MIN|BKN|DET|MIL|LAC,
101155,Ryan Gomes,Boston Celtics|Minnesota Timberwolves|LA Clippers|Oklahoma City Thunder,BOS|MIN|LAC|OKC,
76830,Glen Gondrezick,New York Knicks|Denver Nuggets,NYK|DEN,
76831,Grant Gondrezick,Phoenix Suns|LA Clippers,PHX|LAC,
2400,Drew Gooden,Memphis Grizzlies|Orlando Magic|Cleveland Cavaliers|Chicago Bulls|Sacramento Kings|San Antonio Spurs|Dallas Mavericks|LA Clippers|Milwaukee Bucks|Washington Wizards,MEM|ORL|CLE|CHI|SAC|SAS|DAL|LAC|MIL|WAS,
76832,Gail Goodrich,Los Angeles Lakers|Phoenix Suns|Utah Jazz,LAL|PHX|UTA,
1864,Steve Goodrich,Chicago Bulls|Brooklyn Nets,CHI|BKN,
203462,Archie Goodwin,Phoenix Suns|New Orleans Pelicans|Brooklyn Nets,PHX|NOP|BKN,
1629164,Brandon Goodwin,Denver Nuggets|Atlanta Hawks|Cleveland Cavaliers,DEN|ATL|CLE,
1630692,Jordan Goodwin,Washington Wizards|Phoenix Suns|Memphis Grizzlies|Los Angeles Lakers,WAS|PHX|MEM|LAL,
203932,Aaron Gordon,Orlando Magic|Denver Nuggets,ORL|DEN,
2732,Ben Gordon,Chicago Bulls|Detroit Pistons|Charlotte Hornets|Orlando Magic,CHI|DET|CHA|ORL,
201569,Eric Gordon,LA Clippers|New Orleans Pelicans|Houston Rockets|Phoenix Suns|Philadelphia 76ers,LAC|NOP|HOU|PHX|PHI,
76834,Lancaster Gordon,LA Clippers,LAC,
101162,Marcin Gortat,Orlando Magic|Phoenix Suns|Washington Wizards|LA Clippers,ORL|PHX|WAS|LAC,
76836,Leo Gottlieb,New York Knicks,NYK,
202726,Andrew Goudelock,Los Angeles Lakers|Houston Rockets,LAL|HOU,
76838,Joe Graboski,Golden State Warriors|Philadelphia 76ers,GSW|PHI,
1628984,Devonte' Graham,Charlotte Hornets|New Orleans Pelicans|San Antonio Spurs,CHA|NOP|SAS,
37,Greg Graham,Philadelphia 76ers|Brooklyn Nets|Oklahoma City Thunder|Cleveland Cavaliers,PHI|BKN|OKC|CLE,
101121,Joey Graham,Toronto Raptors|Denver Nuggets|Cleveland Cavaliers,TOR|DEN|CLE,
76843,Mal Graham,Boston Celtics,BOS,
76842,Paul Graham,Atlanta Hawks,ATL,
101211,Stephen Graham,Houston Rockets|Chicago Bulls|Cleveland Cavaliers|Portland Trail Blazers|Indiana Pacers|Charlotte Hornets|Brooklyn Nets,HOU|CHI|CLE|POR|IND|CHA|BKN,
1626203,Treveon Graham,Charlotte Hornets|Brooklyn Nets|Minnesota Timberwolves|Atlanta Hawks,CHA|BKN|MIN|ATL,
97,Ronnie Grandison,Boston Celtics|Charlotte Hornets|New York Knicks|Miami Heat|Atlanta Hawks,BOS|CHA|NYK|MIA|ATL,
101122,Danny Granger,Indiana Pacers|LA Clippers|Miami Heat,IND|LAC|MIA,
76847,Stewart Granger,Cleveland Cavaliers|Atlanta Hawks|New York Knicks,CLE|ATL|NYK,
258,Brian Grant,Sacramento Kings|Portland Trail Blazers|Miami Heat|Los Angeles Lakers|Phoenix Suns,SAC|POR|MIA|LAL|PHX,
76850,Bud Grant,Los Angeles Lakers,LAL,
202,Gary Grant,LA Clippers|New York Knicks|Miami Heat|Portland Trail Blazers,LAC|NYK|MIA|POR,
285,Greg Grant,Phoenix Suns|New York Knicks|Charlotte Hornets|Philadelphia 76ers|Denver Nuggets|Washington Wizards,PHX|NYK|CHA|PHI|DEN|WAS,
265,Harvey Grant,Washington Wizards|Portland Trail Blazers|Philadelphia 76ers,WAS|POR|PHI,
270,Horace Grant,Chicago Bulls|Orlando Magic|Oklahoma City Thunder|Los Angeles Lakers,CHI|ORL|OKC|LAL,
203924,Jerami Grant,Philadelphia 76ers|Oklahoma City Thunder|Denver Nuggets|Detroit Pistons|Portland Trail Blazers,PHI|OKC|DEN|DET|POR,
1626170,Jerian Grant,New York Knicks|Chicago Bulls|Orlando Magic|Washington Wizards,NYK|CHI|ORL|WAS,
1514,Paul Grant,Minnesota Timberwolves|Milwaukee Bucks|Utah Jazz,MIN|MIL|UTA,
76853,Travis Grant,Los Angeles Lakers,LAL,
201189,Aaron Gray,Chicago Bulls|New Orleans Pelicans|Toronto Raptors|Sacramento Kings,CHI|NOP|TOR|SAC,
1070,Devin Gray,Sacramento Kings|San Antonio Spurs|Houston Rockets,SAC|SAS|HOU,
1516,Ed Gray,Atlanta Hawks,ATL,
1627982,Josh Gray,Phoenix Suns|New Orleans Pelicans,PHX|NOP,
76860,Leonard Gray,Oklahoma City Thunder|Washington Wizards,OKC|WAS,
1630564,RaiQuan Gray,Brooklyn Nets|San Antonio Spurs,BKN|SAS,
76861,Stuart Gray,Indiana Pacers|Charlotte Hornets|New York Knicks,IND|CHA|NYK,
76863,Wyndol Gray,Boston Celtics,BOS,
81,Jeff Grayer,Milwaukee Bucks|Golden State Warriors|Philadelphia 76ers|Sacramento Kings|Charlotte Hornets,MIL|GSW|PHI|SAC|CHA,
76865,Bob Greacen,Milwaukee Bucks,MIL,
920,A.C. Green,Los Angeles Lakers|Phoenix Suns|Dallas Mavericks|Miami Heat,LAL|PHX|DAL|MIA,
1631260,AJ Green,Milwaukee Bucks,MIL,
201980,Danny Green,Cleveland Cavaliers|San Antonio Spurs|Toronto Raptors|Los Angeles Lakers|Philadelphia 76ers|Memphis Grizzlies,CLE|SAS|TOR|LAL|PHI|MEM,
203110,Draymond Green,Golden State Warriors,GSW,
203475,Erick Green,Denver Nuggets|Utah Jazz,DEN|UTA,
101123,Gerald Green,Boston Celtics|Minnesota Timberwolves|Houston Rockets|Dallas Mavericks|Brooklyn Nets|Indiana Pacers|Phoenix Suns|Miami Heat,BOS|MIN|HOU|DAL|BKN|IND|PHX|MIA,
203210,JaMychal Green,San Antonio Spurs|Memphis Grizzlies|LA Clippers|Denver Nuggets|Golden State Warriors,SAS|MEM|LAC|DEN|GSW,
1630224,Jalen Green,Houston Rockets|Phoenix Suns,HOU|PHX,
1629750,Javonte Green,Boston Celtics|Chicago Bulls|New Orleans Pelicans|Cleveland Cavaliers|Detroit Pistons,BOS|CHI|NOP|CLE|DET,
201145,Jeff Green,Oklahoma City Thunder|Boston Celtics|Memphis Grizzlies|LA Clippers|Orlando Magic|Cleveland Cavaliers|Washington Wizards|Utah Jazz|Houston Rockets|Brooklyn Nets|Denver Nuggets,OKC|BOS|MEM|LAC|ORL|CLE|WAS|UTA|HOU|BKN|DEN,
76867,Johnny Green,New York Knicks|Washington Wizards|Philadelphia 76ers|Houston Rockets|Sacramento Kings,NYK|WAS|PHI|HOU|SAC,
1630182,Josh Green,Dallas Mavericks|Charlotte Hornets,DAL|CHA,
76869,Kenny Green,Philadelphia 76ers|Washington Wizards,PHI|WAS,
600011,Lamar Green,Phoenix Suns|Utah Jazz,PHX|UTA,
1036,Litterial Green,Orlando Magic|Detroit Pistons|Milwaukee Bucks|Cleveland Cavaliers,ORL|DET|MIL|CLE,
76873,Mike Green,Oklahoma City Thunder|San Antonio Spurs|Sacramento Kings,OKC|SAS|SAC,
76874,Rickey Green,Golden State Warriors|Detroit Pistons|Utah Jazz|Charlotte Hornets|Milwaukee Bucks|Indiana Pacers|Philadelphia 76ers|Boston Celtics,GSW|DET|UTA|CHA|MIL|IND|PHI|BOS,
76875,Sean Green,Indiana Pacers|Philadelphia 76ers|Utah Jazz,IND|PHI|UTA,
76877,Si Green,Sacramento Kings|Atlanta Hawks|Washington Wizards|Boston Celtics,SAC|ATL|WAS|BOS,
76876,Sidney Green,Chicago Bulls|Detroit Pistons|New York Knicks|Orlando Magic|San Antonio Spurs|Charlotte Hornets,CHI|DET|NYK|ORL|SAS|CHA,
76878,Steve Green,Indiana Pacers,IND,
201192,Taurean Green,Portland Trail Blazers|Denver Nuggets,POR|DEN,
2584,Willie Green,Philadelphia 76ers|New Orleans Pelicans|Atlanta Hawks|LA Clippers|Orlando Magic,PHI|NOP|ATL|LAC|ORL,
201590,Donte Greene,Sacramento Kings,SAC,
101158,Orien Greene,Boston Celtics|Indiana Pacers|Sacramento Kings|Brooklyn Nets,BOS|IND|SAC|BKN,
76880,Jerry Greenspan,Philadelphia 76ers,PHI,
76881,David Greenwood,Chicago Bulls|San Antonio Spurs|Denver Nuggets|Detroit Pistons,CHI|SAS|DEN|DET,
76882,Hal Greer,Philadelphia 76ers,PHI,
76883,Gary Gregor,Phoenix Suns|Atlanta Hawks|Portland Trail Blazers|Milwaukee Bucks,PHX|ATL|POR|MIL,
76884,Claude Gregory,Washington Wizards|LA Clippers,WAS|LAC,
76887,Kevin Grevey,Washington Wizards|Milwaukee Bucks,WAS|MIL,
1631100,AJ Griffin,Atlanta Hawks,ATL,
1559,Adrian Griffin,Boston Celtics|Dallas Mavericks|Houston Rockets|Chicago Bulls|Oklahoma City Thunder,BOS|DAL|HOU|CHI|OKC,
201933,Blake Griffin,LA Clippers|Detroit Pistons|Brooklyn Nets|Boston Celtics,LAC|DET|BKN|BOS,
2204,Eddie Griffin,Houston Rockets|Minnesota Timberwolves,HOU|MIN,
76889,Paul Griffin,Utah Jazz|San Antonio Spurs,UTA|SAS,
76890,Darrell Griffith,Utah Jazz,UTA,
1629656,Quentin Grimes,New York Knicks|Detroit Pistons|Dallas Mavericks|Philadelphia 76ers,NYK|DET|DAL|PHI,
76895,Bob Gross,Portland Trail Blazers|LA Clippers,POR|LAC,
76899,Ernie Grunfeld,Milwaukee Bucks|Sacramento Kings|New York Knicks,MIL|SAC|NYK,
76900,Gene Guarilia,Boston Celtics,BOS,
76901,Petur Gudmundsson,Portland Trail Blazers|Los Angeles Lakers|San Antonio Spurs,POR|LAL|SAS,
76902,Richie Guerin,New York Knicks|Atlanta Hawks,NYK|ATL,
1631338,Mouhamadou Gueye,Toronto Raptors|Chicago Bulls,TOR|CHI,
1631243,Mouhamed Gueye,Atlanta Hawks,ATL,
